รหัสสถานี,ชื่อผู้ได้รับใบอนุญาต,ชื่อสถานี,ความถี่,ประเภทบริการ/กิจการ,สถานะใบอนุญาต ปี 2567 (eBcs),อำเภอ,จังหวัด,ละติจูด,ลองจิจูด,ตรวจสอบมาตรฐาน 2566 ,ตรวจสอบมาตรฐาน 2567 ,ตรวจการแพร่แปลกปลอม ,ยื่นคำขอ 10/1/68   ,หมายเหตุ
05520246,ห้างหุ้นส่วนจำกัด สีคิ้วสัมพันธ์,สีคิ้วสัมพันธ์,89.75,บริการธุรกิจ,ยกเลิก,สีคิ้ว,นครราชสีมา,14.888877,101.683569,,,ยังไม่ตรวจ,,ตามมติ กสทช. ครั้งที่ 22/2567 ลว. 4 ต.ค. 2567
05520155,วัดบ้านหาญ,พระพุทธศาสนา,90.0,บริการชุมชน,ได้รับอนุญาต,ด่านขุนทด,นครราชสีมา,15.203453,101.777799,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-06 00:00:00,
05520237,วิทยาลัยเทคโนโลยีช่างกลพณิชยการนครราชสีมา,สนามกีฬากลางนครราชสีมา,90.0,บริการสาธารณะ,ยกเลิก,เมืองนครราชสีมา,นครราชสีมา,14.993934,102.109369,ตรงตามมาตรฐาน,,,,ตามมติ กสทช. 1/2567 ลว 10 ม.ค. 2567
05520096,ห้างหุ้นส่วนจำกัด มาลี เรดิโอ 2017,มาลี เรดิโอ,90.25,บริการธุรกิจ,ได้รับอนุญาต,ปักธงชัย,นครราชสีมา,14.715619,102.02256,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-24 00:00:00,
05550007,ห้างหุ้นส่วนจำกัด มิตรสัมพันธ์ เรดิโอ,มิตรสัมพันธ์ โนนแดง,90.25,บริการธุรกิจ,ได้รับอนุญาต,โนนแดง,นครราชสีมา,15.414839,102.557333,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-11 00:00:00,
05520112,ห้างหุ้นส่วนจำกัด อำไพ เรดิโอ,อำไพ เรดิโอ,90.75,บริการธุรกิจ,ได้รับอนุญาต,บัวใหญ่,นครราชสีมา,15.554716,102.423886,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-11 00:00:00,
05540071,ห้างหุ้นส่วนจำกัด คนลำตะคอง เรดิโอ,คนลำตะคอง สีคิ้ว,91.0,บริการธุรกิจ,ได้รับอนุญาต,สีคิ้ว,นครราชสีมา,14.863078,101.662464,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-25 00:00:00,
05520227,ห้างหุ้นส่วนจำกัด เฟิร์สนิวส์,ไลฟ์เอฟเอ็ม,91.0,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.975483,102.125321,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,-,
05540052,ห้างหุ้นส่วนจำกัด บุญทวี เรดิโอ,สี่เหลี่ยม เรดิโอ,91.25,บริการธุรกิจ,ได้รับอนุญาต,ลำทะเมนชัย,นครราชสีมา,15.270497,102.906402,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-29 00:00:00,
05520041,ห้างหุ้นส่วนจำกัด อินเตอร์วอยซ์ มีเดีย,คนบ้านพระ,91.5,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.96764,102.149016,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-24 00:00:00,
05520101,สมาคมวิชาชีพวิทยุ-โทรทัศน์ภาคประชาชน,จอมสุรางค์,91.75,บริการสาธารณะ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.973675,102.097032,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-24 00:00:00,
05540046,ห้างหุ้นส่วนจำกัด เรดิโอ โคราช 7,เฟรนด์ชิฟ เรดิโอ,91.75,บริการธุรกิจ,ได้รับอนุญาต,ประทาย,นครราชสีมา,15.527867,102.723559,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-09 00:00:00,
05520205,ห้างหุ้นส่วนจำกัด ดีเจริญชัย เรดิโอ,สายฟ้าเรดิโอ ปากช่อง,91.75,บริการธุรกิจ,ได้รับอนุญาต,ปากช่อง,นครราชสีมา,14.664572,101.445902,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,-,
05520206,ห้างหุ้นส่วนจำกัด 555 ยาเสร็จ เรดิโอ,มูลบลเรดิโอ,92.0,บริการธุรกิจ,ได้รับอนุญาต,ครบุรี,นครราชสีมา,14.572367,102.15643,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-21 00:00:00,
05520138,ห้างหุ้นส่วนจำกัด ชุมพร อีเล็กทรอนิกส์,บัวใหญ่ซิตี้ เรดิโอ FM 92.00 MHz,92.0,บริการธุรกิจ,ได้รับอนุญาต,บัวใหญ่,นครราชสีมา,15.55386,102.423526,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-06 00:00:00,
05540075,กลุ่มคนรักษ์ครอบครัว,ยอดคน,92.0,บริการชุมชน,ได้รับอนุญาต,ปากช่อง,นครราชสีมา,14.690247,101.657184,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-11-18 00:00:00,
05520248,ห้างหุ้นส่วนจำกัด นครราชสีมาทาวเวอร์,สีสรร FM,92.0,บริการธุรกิจ,ได้รับอนุญาต,สูงเนิน,นครราชสีมา,14.862588,101.835754,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-19 00:00:00,
05520122,ห้างหุ้นส่วนจำกัด 92.25 ปากช่อง สมายเรดิโอ,ท้องถิ่นไทยปากช่องสมายเรดิโอ,92.25,บริการธุรกิจ,ได้รับอนุญาต,ปากช่อง,นครราชสีมา,14.740437,101.420177,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-25 00:00:00,
05520010,ห้างหุ้นส่วนจำกัด สาริศา เรดิโอ,NOW FM,92.25,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.968849,102.106595,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-23 00:00:00,
05520132,กลุ่มคนนิวไลฟ์ เรดิโอ โคราช,นิวไลฟ์ เรดิโอ โคราช,92.5,บริการชุมชน,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.961188,102.072453,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-07 00:00:00,
05520165,บริษัท บุพเศรษฐ์ ริช แอนด์ โกลด์ จำกัด,Tp FM,92.5,บริการธุรกิจ,ยกเลิก,พิมาย,นครราชสีมา,15.225726,102.506279,,,,,ตามมติ กสทช. 1/2567 ลว 10 ม.ค. 2567
05520054,สมาคมสื่อสารมวลชนสัมพันธ์จักรชัยเพื่อความมั่นคง,เสียงเมืองปัก,92.75,บริการสาธารณะ,ได้รับอนุญาต,ปักธงชัย,นครราชสีมา,14.768065,102.031942,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-05 00:00:00,
05520269,ห้างหุ้นส่วนจำกัด ศักดิ์กัญญา,ฮอตชาร์แนล,92.75,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.951724,102.056501,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-26 00:00:00,
05520060,ห้างหุ้นส่วนจำกัด ซี.เอส.ทัวร์(ทันใจ),คนรักษ์กระโทก,93.0,บริการธุรกิจ,ได้รับอนุญาต,โชคชัย,นครราชสีมา,14.729628,102.172183,,,ตรวจปี 2567 แล้ว,2567-12-17 00:00:00,
05520232,ห้างหุ้นส่วนจำกัด วิทยุมวลชน คนโนนไทย,วันดีเรดิโอ,93.0,บริการธุรกิจ,ได้รับอนุญาต,โนนไทย,นครราชสีมา,15.186043,102.077565,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-23 00:00:00,
05520150,ห้างหุ้นส่วนจำกัด ตุ้มทองเจริญ 1,ปักธงชัยฟ้าใส เรดิโอ,93.25,บริการธุรกิจ,ยกเลิก,ปักธงชัย,นครราชสีมา,14.708382,102.026131,,,,,ยกเลิกการประกอบกิจการ มติ 10/2566 3 พ.ค. 2566
05520064,กลุ่มคนวิทยุชุมชนคนรักสุขภาพ,วิทยุชุมชนคนรักสุขภาพ,93.25,บริการชุมชน,ได้รับอนุญาต,เสิงสาง,นครราชสีมา,14.434854,102.506751,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-21 00:00:00,
05520008,บริษัท พีเพิล ไทม์ พับลิชชิ่ง จำกัด,Nice (ไนซ์),93.25,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.994552,102.084164,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-13 00:00:00,
05520226,ห้างหุ้นส่วนจำกัด สถานีวิทยุชุมชนเพื่อคนรักษ์สุขภาพ,ลูกทุ่งโอเวอร์ฮิต,93.5,บริการธุรกิจ,ได้รับอนุญาต,บัวใหญ่,นครราชสีมา,15.596902,102.412346,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-27 00:00:00,
05540010,ห้างหุ้นส่วนจำกัด สถานีวิทยุชุมชนเกษตรกรชาวไร่อ้อยดวงตะวัน,เกษตรกรชาวไร่อ้อยดวงตะวัน,93.5,บริการธุรกิจ,ได้รับอนุญาต,พิมาย,นครราชสีมา,15.122187,102.446734,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05520128,ห้างหุ้นส่วนจำกัด เรดิโอ โคราช 7,ไทยสมบูรณ์,93.75,บริการธุรกิจ,ได้รับอนุญาต,ประทาย,นครราชสีมา,15.527867,102.723559,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-09 00:00:00,
05520108,ห้างหุ้นส่วนจำกัด ซีอาร์.โคราชกรุ๊ป,Pk.RADIO,93.75,บริการธุรกิจ,ได้รับอนุญาต,ปากช่อง,นครราชสีมา,14.65357,101.356451,,,ตรวจปี 2567 แล้ว,-,
05540060,ห้างหุ้นส่วนจำกัด อำนาจสุวรรณทาวเวอร์,สบายเรดิโอ,93.75,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.949857,101.989754,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-13 00:00:00,
05520016,ห้างหุ้นส่วนจำกัด ลูกทุ่งเพื่อคนเกษตร,เกษตรลูกทุ่ง,94.5,บริการธุรกิจ,ได้รับอนุญาต,โชคชัย,นครราชสีมา,14.666952,102.189309,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-02 00:00:00,
05520121,ห้างหุ้นส่วนจำกัด ไกโกพารวย,ท้องถิ่นดินแดนหลวงพ่อคูณ,94.5,บริการธุรกิจ,ได้รับอนุญาต,ด่านขุนทด,นครราชสีมา,15.232261,101.782558,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-17 00:00:00,
05520055,ห้างหุ้นส่วนจำกัด วรรณวานิชกุล บิสซิเนส,คนเมืองย่า,94.5,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.967979,102.149266,,,ยังไม่ตรวจ,-,
05520257,ห้างหุ้นส่วนจำกัด เอส เอส เรดิโอ เสียงเสิงสาง,เสียงเสิงสาง,94.75,บริการธุรกิจ,ได้รับอนุญาต,เสิงสาง,นครราชสีมา,14.431148,102.476012,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-02 00:00:00,
05520224,ห้างหุ้นส่วนจำกัด จริงจังเรดิโอ,เจ เจ เรดิโอ,94.75,บริการธุรกิจ,ได้รับอนุญาต,จักราช,นครราชสีมา,15.00472,102.57158,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-11 00:00:00,
05550013,ห้างหุ้นส่วนจำกัด คนหอกลอง,คนหอกลอง,94.75,บริการธุรกิจ,ยกเลิก,โนนไทย,นครราชสีมา,15.152779,102.105174,,,,,ตามมติ กสทช. 15/2567 ลว 17 ก.ค. 2567
05540001,ห้างหุ้นส่วนจำกัด สะแกราชสัมพันธ์มีเดีย,คนสะแกราชสัมพันธ์,94.75,บริการธุรกิจ,ได้รับอนุญาต,ปักธงชัย,นครราชสีมา,14.663631,102.084644,,,ยังไม่ตรวจ,2567-12-04 00:00:00,
05550021,ห้างหุ้นส่วนจำกัด เพชรศรัทธา,คนรักสุขภาพ หนองบุญมาก,95.0,บริการธุรกิจ,ได้รับอนุญาต,หนองบุญมาก,นครราชสีมา,14.775155,102.321499,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-26 00:00:00,
05550005,บริษัท เอฟ เอ็ม 95 โคราช(ไทยแลนด์) จำกัด,KORAT (THAILAND),95.0,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.978814,102.103609,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
05520217,สำนักงานปลัดกระทรวงสาธารณสุข,โรงพยาบาลครบุรี,95.25,บริการสาธารณะ,ได้รับอนุญาต,ครบุรี,นครราชสีมา,14.527979,102.247324,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-11-29 00:00:00,
05550014,ห้างหุ้นส่วนจำกัด น่านฟ้าย่าโม,น่านฟ้าย่าโม,95.25,บริการธุรกิจ,ได้รับอนุญาต,โนนสูง,นครราชสีมา,15.225067,102.286214,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-09 00:00:00,
05520185,ห้างหุ้นส่วนจำกัด กฤศมีเดีย 2019,สีคิ้ว เอฟ.เอ็ม,95.25,บริการธุรกิจ,ได้รับอนุญาต,สีคิ้ว,นครราชสีมา,14.891446,101.723863,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-18 00:00:00,
05520076,ห้างหุ้นส่วนจำกัด เมืองคอน เรคคอร์ด,คนหมื่นไวย,95.25,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,15.001127,102.109744,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-12 00:00:00,
05520169,สำนักงานคณะกรรมการการอาชีวศึกษา,เพื่อการศึกษาและพัฒนาอาชีพ (R-Radio Network) วิทยาลัยเทคนิคปักธงชัย,95.5,บริการสาธารณะ,ได้รับอนุญาต,ปักธงชัย,นครราชสีมา,14.675879,101.972658,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-11-21 00:00:00,
05520019,ห้างหุ้นส่วนจำกัด ศักดิ์กัญญา,แกรนด์เรดิโอ,95.5,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.951724,102.056501,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-26 00:00:00,
05520005,ห้างหุ้นส่วนจำกัด สุขสนั่นไฟฟ้าสื่อสาร,เวอร์ชั่นฮิต,96.0,บริการธุรกิจ,ยกเลิก,สีคิ้ว,นครราชสีมา,14.875421,101.691595,,,,,ตามมติ กสทช. 16/2567 ลว 31 ก.ค. 2567
05520113,ห้างหุ้นส่วนจำกัด ซี.เอส.ทัวร์(ทันใจ),แซด เรดิโอ,96.25,บริการธุรกิจ,ได้รับอนุญาต,ครบุรี,นครราชสีมา,14.523714,102.260986,ตรงตามมาตรฐาน,,ยังไม่ตรวจ,2567-12-17 00:00:00,
05540066,ห้างหุ้นส่วนจำกัด ช่องแมว วิทยุ,ช่องแมว วิทยุ,96.25,บริการธุรกิจ,ได้รับอนุญาต,ประทาย,นครราชสีมา,15.473184,102.779848,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-24 00:00:00,
05540056,ห้างหุ้นส่วนจำกัด วิไลลักษณ์ เรดิโอ,คนบ้านหัน,96.25,บริการธุรกิจ,ได้รับอนุญาต,ปักธงชัย,นครราชสีมา,14.732695,102.000916,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-18 00:00:00,
05540050,ห้างหุ้นส่วนจำกัด บลู เฮ้าส์ อินเตอร์ มิเดียกรุ๊ป,มะเริงร่วมใจ (we radio),96.25,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.963362,102.160524,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-18 00:00:00,
05520179,ห้างหุ้นส่วนจำกัด นาคาแลนด์2019,อิสานเรดิโอ,96.5,บริการธุรกิจ,ได้รับอนุญาต,โนนสูง,นครราชสีมา,15.224582,102.293303,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-11-29 00:00:00,
05520140,ห้างหุ้นส่วนจำกัด โอ แอนด์ พี 999 มีเดีย,บ้านเราหนองบุญมาก,96.5,บริการธุรกิจ,ได้รับอนุญาต,หนองบุญมาก,นครราชสีมา,14.745569,102.3511,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-24 00:00:00,
05520203,บริษัท เพชรน้ำหนึ่งเรดิโอ จำกัด,Youth Crazy,96.75,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,14.973659,102.097141,ตรงตามมาตรฐาน,,ตรวจปี 2567 แล้ว,2567-12-25 00:00:00,
05520157,สมาคมพัฒนาคนดีศรีย่าโม,ศูนย์อบรมเยาวชนนครราชสีมา,97.0,บริการสาธารณะ,ได้รับอนุญาต,ปักธงชัย,นครราชสีมา,14.817541,102.030676,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-18 00:00:00,
05520065,ห้างหุ้นส่วนจำกัด จริงจังเรดิโอ,จริงจังเรดิโอ,97.0,บริการธุรกิจ,ได้รับอนุญาต,จักราช,นครราชสีมา,15.073562,102.393527,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-11 00:00:00,
05520116,ห้างหุ้นส่วนจำกัด เจริญอิเล็คโทรนิค,ตลาดเช้า,97.0,บริการธุรกิจ,ได้รับอนุญาต,บัวใหญ่,นครราชสีมา,15.590813,102.424305,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-12 00:00:00,
05520063,ห้างหุ้นส่วนจำกัด เพลินเพลงพาเพลิน,คนรักษ์สุขภาพ,97.0,บริการธุรกิจ,ได้รับอนุญาต,เมืองยาง,นครราชสีมา,15.456338,102.832038,,,ยังไม่ตรวจ,-,
05520241,ห้างหุ้นส่วนจำกัด กิ่งกาญจน์ เรดิโอ เน็ตเวิร์ค,กิ่งกาญจน์ เรดิโอ เน็ตเวิร์ค,97.25,บริการธุรกิจ,ได้รับอนุญาต,เมืองนครราชสีมา,นครราชสีมา,15.008593,102.121392,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-12-23 00:00:00,
05520146,ห้างหุ้นส่วนจำกัด พรเทพ เอ็ฟ.เอ็ม.,ประทาย,97.5,บริการธุรกิจ,ได้รับอนุญาต,ประทาย,นครราชสีมา,15.484354,102.762876,ตรงตามมาตรฐาน,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,-,
05520223,บริษัท ลูกทุ่งเน็ตเวิร์ก จำกัด,ลูกทุ่งเน็ตเวิร์ก ,97.5,บริการธุรกิจ,ได้รับอนุญาต,สีคิ้ว,นครราชสีมา,14.853727,101.561883,,ตรงตามมาตรฐาน,ตรวจปี 2567 แล้ว,2567-11-28 00:00:00,
